,fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,wine
1222,2.842176018,-0.11945105,1.385698756,-0.765738886,2.168379363,-0.762015592,-1.269324494,0.881511977,0.382487864,1.604316527,0.845299939,0.207983041,red
1223,0.682405044,1.156086471,-0.678741154,-0.681666482,0.627002003,0.139423341,-0.473172274,0.694762706,0.258099854,-0.478934574,-0.747708599,0.207983041,red
1224,2.533637307,0.123508478,1.041625438,-0.681666482,0.512825902,-1.212735059,-1.640862198,0.561370368,0.07151784,1.537114878,1.264512713,0.207983041,red
1225,4.153465538,0.305728124,1.179254765,-0.618612179,0.684090053,-1.269074992,-1.693939012,1.501786345,-0.923586234,1.940324769,-0.160810717,0.207983041,red
1226,1.530886498,0.730907297,-0.60992649,-0.597594078,0.99807433,-0.705675659,-0.685479533,1.508455961,-0.426034197,-0.142926332,-0.915393709,-0.937157484,red
1227,0.219596978,1.459785881,-1.986219764,-0.282322561,0.684090053,-0.198616259,-1.233939951,0.407969181,-1.234556258,-0.411732925,-1.083078818,-0.937157484,red
1228,1.376617143,1.459785881,-0.472297163,-0.723702684,1.369146657,-1.269074992,-1.676246741,0.998230272,0.320293859,1.268308285,-0.747708599,-0.937157484,red
1229,-1.631635286,0.487947769,-2.192663755,-0.765738886,-0.343494854,-0.705675659,-0.490864545,-1.042672485,2.870248051,1.335509933,2.605993587,1.353123566,red
1230,0.296731656,0.548687651,-0.197038508,-0.702684583,0.541369927,-0.649335726,-0.88009452,0.828155043,1.12881592,0.730695098,-0.831551154,-0.937157484,red
1231,0.373866333,-0.969809397,0.14703481,-0.576575977,0.2844737,-0.874695459,-1.021632692,0.001122553,0.942233906,1.671518175,1.096827603,0.207983041,red
1232,0.451001011,2.887173106,-2.123849091,-0.597594078,0.512825902,0.984522341,-0.455480002,0.504678625,1.004427911,0.596291801,0.258402057,-0.937157484,red
1233,0.296731656,0.548687651,-0.197038508,-0.702684583,0.541369927,-0.649335726,-0.88009452,0.828155043,1.12881592,0.730695098,-0.831551154,-0.937157484,red
1234,2.302233274,-0.666109987,0.353478801,-0.681666482,0.027577474,-0.931035392,-1.410862667,0.481334966,0.07151784,-0.277329629,-0.999236263,-2.082298008,red
1235,-0.088941733,2.492363874,-2.123849091,-0.681666482,0.084665524,-1.100055192,-1.729323555,-0.759213768,1.066621915,-0.882144464,1.93525315,0.207983041,red
1236,-0.937423187,-0.058711168,0.009405483,1.567270334,-0.058054602,-1.381754859,-0.048557756,0.341273012,0.506875873,0.19308191,0.845299939,-2.082298008,red
1237,0.451001011,1.277566235,-2.192663755,-0.786756987,0.398649801,-1.325414926,-1.747015827,0.631401345,0.258099854,0.730695098,-0.915393709,0.207983041,red
1238,-0.088941733,2.492363874,-2.123849091,-0.681666482,0.084665524,-1.100055192,-1.729323555,-0.759213768,1.066621915,-0.882144464,1.93525315,0.207983041,red
1239,0.682405044,2.37088411,-2.192663755,-0.618612179,0.712634078,-1.043715259,-1.623169926,1.094939717,1.004427911,-0.478934574,-0.747708599,-2.082298008,red
1240,-0.551749799,2.006444818,-2.192663755,-0.240286359,0.027577474,-1.100055192,-1.693939012,0.061149105,1.439785943,0.19308191,1.096827603,-2.082298008,red
1241,0.219596978,1.642005526,-0.816370481,-0.786756987,0.569913952,0.308443141,-0.986248149,0.081157955,-0.73700422,-0.882144464,-0.999236263,-0.937157484,red
1242,1.993694564,0.18424836,0.491108129,-0.618612179,0.655546028,-0.142276325,-0.897786791,0.864837935,-0.363840192,0.394686855,-0.58002349,-0.937157484,red
1243,1.376617143,0.366468006,0.628737456,-0.723702684,0.056121499,-0.874695459,-1.340093581,-0.185626719,0.009323836,0.461888504,1.432197822,0.207983041,red
1244,0.836674399,1.338306117,-0.678741154,-0.63963028,0.741178103,-1.156395126,-0.526249088,1.201653586,0.942233906,0.596291801,-0.831551154,-0.937157484,red
1245,-1.014557865,-0.301670696,-0.472297163,1.672360839,0.313017725,2.336680742,0.782979008,0.838159468,0.693457887,0.058678613,-0.160810717,0.207983041,red
1246,0.1424623,1.277566235,-0.885185145,-0.765738886,0.741178103,-0.874695459,-1.44624721,0.618062112,1.688561962,0.999501691,0.006874393,-0.937157484,red
1247,0.1424623,2.431623992,-1.710961109,-0.786756987,0.855354204,-0.874695459,-1.198555408,0.107836423,-0.612616211,-0.344531277,-0.412338381,-0.937157484,red
1248,0.1424623,1.277566235,-0.885185145,-0.765738886,0.741178103,-0.874695459,-1.44624721,0.618062112,1.688561962,0.999501691,0.006874393,-0.937157484,red
1249,-0.243211088,0.427207888,0.078220146,-0.681666482,0.712634078,-0.480315925,-1.410862667,0.067818721,1.191009925,1.46991323,0.509929721,0.207983041,red
1250,-0.088941733,1.581265645,-2.123849091,-0.660648381,0.655546028,-0.367636059,-1.393170395,0.147854124,1.12881592,0.529090152,0.342244611,0.207983041,red
1251,-0.088941733,1.581265645,-2.123849091,-0.660648381,0.655546028,-0.367636059,-1.393170395,0.147854124,1.12881592,0.529090152,0.342244611,0.207983041,red
1252,0.219596978,1.459785881,-1.229258464,-0.681666482,0.598457977,-0.198616259,-0.986248149,0.534691901,0.382487864,0.394686855,-0.58002349,-0.937157484,red
1253,-0.088941733,2.310144228,-2.192663755,-0.765738886,1.911483136,-1.381754859,-1.800092642,0.524687476,1.439785943,0.327485207,-0.58002349,-0.937157484,red
1254,0.528135688,1.945704936,-2.192663755,-0.849811291,1.140794456,-1.381754859,-1.817784913,0.331268587,1.315397934,0.327485207,-0.831551154,-0.937157484,red
1255,0.451001011,2.188664464,-1.779775773,-0.744720785,0.655546028,-0.592995792,-1.428554939,0.528022284,1.12881592,1.06670334,0.342244611,-0.937157484,red
1256,-0.860288509,1.824225172,-2.055034428,-0.63963028,0.370105776,-0.254956192,-1.233939951,-0.372375991,1.564173953,-0.546136222,0.426087166,-0.937157484,red
1257,0.219596978,1.520525763,-0.678741154,-0.765738886,0.741178103,0.702822675,-0.986248149,0.097831997,-0.73700422,-0.747741167,-1.083078818,-0.937157484,red
1258,-0.16607641,1.459785881,-0.265853172,-0.135195854,0.826810179,-1.043715259,-0.827017705,0.544696326,0.631263882,1.133904988,0.426087166,0.207983041,red
1259,-0.320345766,1.824225172,-2.192663755,-0.576575977,1.911483136,-0.874695459,-1.463939482,0.227889526,1.377591939,0.663493449,0.67761483,0.207983041,red
1260,-0.320345766,1.824225172,-2.192663755,-0.576575977,1.911483136,-0.874695459,-1.463939482,0.227889526,1.377591939,0.663493449,0.67761483,0.207983041,red
1261,1.068078432,1.793855231,2.486733375,-0.765738886,9.903810189,-0.649335726,-1.057017236,0.541361518,-1.234556258,4.157979166,-0.999236263,-0.937157484,red
1262,-0.706019154,4.132340686,-2.192663755,-0.723702684,0.769722129,-0.762015592,-1.623169926,-0.108926125,2.310502009,0.125880262,0.593772275,-2.082298008,red
1263,1.993694564,0.670167415,0.422293465,-0.618612179,0.712634078,0.195763275,-0.88009452,0.85483351,-0.426034197,0.327485207,-0.58002349,-0.937157484,red
1264,0.759539721,2.67458352,-2.192663755,-0.681666482,0.94098628,-0.987375326,-1.587785383,1.034913165,0.942233906,-0.478934574,-0.747708599,-2.082298008,red
1265,0.990943754,0.18424836,0.009405483,-0.765738886,0.2844737,-0.254956192,-1.145478593,-0.045564765,1.004427911,1.268308285,1.096827603,0.207983041,red
1266,-0.011807055,1.399045999,-1.848590437,-0.660648381,0.712634078,-0.818355526,-1.410862667,0.314594545,1.004427911,0.461888504,-0.160810717,0.207983041,red
1267,-0.011807055,1.399045999,-1.848590437,-0.660648381,0.712634078,-0.818355526,-1.410862667,0.314594545,1.004427911,0.461888504,-0.160810717,0.207983041,red
1268,2.45650263,0.548687651,1.248069429,-0.660648381,0.341561751,-0.987375326,-1.711631284,0.434647648,-0.73700422,2.276333011,0.761457385,0.207983041,red
1269,-0.243211088,0.427207888,-0.059409181,-0.723702684,0.655546028,-0.536655859,-1.145478593,0.661414621,1.564173953,0.125880262,-0.831551154,0.207983041,red
1270,-1.323096575,0.913126943,-1.986219764,-0.765738886,-0.343494854,-0.142276325,-0.508556817,-1.299452733,1.750755967,1.940324769,2.941363806,2.498264091,red
1271,-1.708769963,0.244988242,-2.123849091,-0.807775088,-0.229318753,-0.254956192,-0.986248149,-1.2861135,2.99463606,1.46991323,2.941363806,0.207983041,red
1272,0.065327623,0.609427533,-0.816370481,-0.807775088,-0.200774728,-0.367636059,-0.915479063,-0.399054458,1.004427911,0.260283559,1.012985049,0.207983041,red
1273,-1.014557865,0.730907297,-2.192663755,-0.744720785,0.598457977,-0.311296125,-1.269324494,-0.282336163,1.750755967,-0.008523035,0.593772275,-0.937157484,red
1274,0.219596978,1.459785881,-0.816370481,-0.723702684,0.484281877,0.195763275,-1.269324494,0.081157955,-0.73700422,-0.680539519,-0.999236263,-0.937157484,red
1275,0.451001011,1.459785881,-1.298073127,-0.702684583,1.312058607,-0.762015592,-1.410862667,-0.0989217,0.133711845,-0.008523035,0.593772275,0.207983041,red
1276,0.605270366,2.279774287,-0.678741154,-0.660648381,0.541369927,-0.987375326,-0.614710446,0.72811079,0.133711845,0.058678613,-0.831551154,0.207983041,red
1277,0.990943754,0.366468006,0.559922792,0.180075662,-0.172230703,-1.550774659,-1.870861728,0.321264162,0.382487864,0.19308191,1.264512713,-2.082298008,red
1278,-0.16607641,2.127924582,-2.192663755,-0.744720785,1.654586909,-1.550774659,-1.870861728,0.554700752,0.817845897,0.461888504,-0.663866045,0.207983041,red
1279,0.605270366,2.279774287,-0.678741154,-0.660648381,0.541369927,-0.987375326,-0.614710446,0.72811079,0.133711845,0.058678613,-0.831551154,0.207983041,red
1280,1.993694564,-0.240930814,0.491108129,-0.786756987,0.1702976,-1.550774659,-1.888554,0.034470637,-0.488228202,0.260283559,0.845299939,1.353123566,red
1281,-0.088941733,0.730907297,-0.816370481,-0.744720785,0.598457977,-0.142276325,-1.092401779,0.301255311,0.942233906,0.730695098,-0.076968162,0.207983041,red
1282,-0.088941733,0.730907297,-0.816370481,-0.744720785,0.598457977,-0.142276325,-1.092401779,0.301255311,0.942233906,0.730695098,-0.076968162,0.207983041,red
1283,0.528135688,2.583473697,-2.192663755,-0.723702684,0.798266154,-1.212735059,-1.658554469,0.498009008,0.693457887,0.999501691,0.342244611,0.207983041,red
1284,1.14521311,1.76348529,-0.265853172,-0.576575977,1.140794456,-0.762015592,-0.827017705,0.881511977,0.258099854,0.663493449,-0.244653271,0.207983041,red
1285,-0.16607641,0.487947769,-0.885185145,-0.660648381,0.427193826,-0.705675659,-1.410862667,0.021131403,1.066621915,0.19308191,0.342244611,-0.937157484,red
1286,3.150714728,0.18424836,1.248069429,-0.765738886,0.969530305,-0.592995792,-1.21624768,0.881511977,-0.426034197,0.260283559,0.006874393,-0.937157484,red
1287,-0.088941733,-1.091289161,0.835181447,-0.618612179,0.341561751,-0.762015592,-1.499324025,-0.472420244,0.817845897,0.058678613,1.599882931,0.207983041,red
1288,0.605270366,1.581265645,-1.642146446,-0.597594078,-0.000966552,-1.550774659,-1.923938543,-0.612482198,0.009323836,-1.08374941,2.102938259,-0.937157484,red
1289,-0.16607641,1.581265645,-0.128223845,-0.198250157,0.341561751,-0.592995792,-0.101634571,1.481777494,0.506875873,4.292382463,-0.244653271,-0.937157484,red
1290,-0.16607641,1.581265645,-0.128223845,-0.198250157,0.341561751,-0.592995792,-0.101634571,1.481777494,0.506875873,4.292382463,-0.244653271,-0.937157484,red
1291,0.296731656,2.431623992,-2.192663755,-0.744720785,1.254970557,-1.381754859,-1.835477185,0.171197783,0.880039901,0.394686855,0.426087166,-0.937157484,red
1292,0.759539721,1.793855231,-1.504517118,-0.702684583,0.484281877,-0.311296125,-0.986248149,0.561370368,0.444681868,1.46991323,0.342244611,0.207983041,red
1293,-1.014557865,0.336098065,-1.298073127,-0.63963028,-0.000966552,-0.931035392,-1.55240084,-0.359036757,2.497084023,0.932300043,1.599882931,0.207983041,red
1294,0.219596978,2.522733815,-2.192663755,-0.744720785,0.798266154,-1.381754859,-1.835477185,0.674753855,0.755651892,-0.277329629,-0.663866045,-2.082298008,red
1295,0.759539721,1.793855231,-1.504517118,-0.702684583,0.484281877,-0.311296125,-0.986248149,0.561370368,0.444681868,1.46991323,0.342244611,0.207983041,red
1296,-0.474615121,1.76348529,-2.192663755,-0.240286359,1.05516238,1.153542141,-0.676633397,0.294585694,-0.115064174,-0.546136222,-0.831551154,-0.937157484,red
1297,-0.474615121,1.76348529,-2.192663755,-0.240286359,1.05516238,1.153542141,-0.676633397,0.294585694,-0.115064174,-0.546136222,-0.831551154,-0.937157484,red
1298,-0.011807055,1.156086471,-1.229258464,-0.702684583,0.22738565,-0.874695459,-1.534708568,-0.489094286,0.817845897,0.529090152,1.348355267,0.207983041,red
1299,-1.16882722,1.581265645,-2.192663755,-0.849811291,0.198841625,-1.100055192,-1.729323555,-0.929288998,1.439785943,0.19308191,1.432197822,0.207983041,red
1300,0.296731656,7.533774075,-2.192663755,-0.702684583,2.311099489,-1.438094792,-1.888554,0.021131403,1.750755967,-0.882144464,0.342244611,-3.227438533,red
1301,-1.554500608,1.854595113,-2.192663755,-0.692175532,0.684090053,-0.874695459,-1.55240084,-0.085582466,3.492188098,0.529090152,1.683725486,0.207983041,red
1302,-0.397480443,3.160502575,-1.710961109,-0.723702684,1.254970557,-0.592995792,-1.039324964,0.427978031,2.372696014,1.402711582,1.012985049,0.207983041,red
1303,1.45375182,0.18424836,0.009405483,-0.702684583,0.22738565,-1.494434726,-1.78240037,0.354612246,0.506875873,1.805921472,0.593772275,0.207983041,red
1304,0.605270366,-0.362410578,0.835181447,-0.765738886,0.712634078,-0.142276325,-0.844709977,0.104501614,0.880039901,0.865098394,0.593772275,-0.937157484,red
1305,0.296731656,2.735323402,-0.747555818,-0.660648381,0.883898229,-0.536655859,-0.844709977,0.267907227,-0.612616211,-0.613337871,-1.083078818,-0.937157484,red
1306,0.219596978,1.642005526,-0.403482499,-0.744720785,0.484281877,-0.367636059,-0.490864545,0.474665349,0.506875873,-0.008523035,-0.58002349,-0.937157484,red
1307,1.916559886,2.127924582,0.009405483,-0.618612179,0.912442254,-0.480315925,-0.437787731,1.068261249,0.444681868,0.596291801,-0.328495826,-0.937157484,red
1308,-0.320345766,2.0671847,-1.573331782,-0.324358764,0.341561751,-0.874695459,-1.534708568,0.181202208,1.191009925,-0.075724683,0.509929721,-2.082298008,red
1309,1.916559886,2.127924582,0.009405483,-0.618612179,0.912442254,-0.480315925,-0.437787731,1.068261249,0.444681868,0.596291801,-0.328495826,-0.937157484,red
1310,-0.16607641,1.702745408,-1.504517118,-0.849811291,0.427193826,-0.198616259,-0.933171335,0.434647648,0.382487864,0.529090152,-1.083078818,-0.937157484,red
1311,0.219596978,1.642005526,-0.403482499,-0.744720785,0.484281877,-0.367636059,-0.490864545,0.474665349,0.506875873,-0.008523035,-0.58002349,-0.937157484,red
1312,-0.551749799,1.034606707,-1.1604438,-0.513521673,0.22738565,-1.043715259,-1.570093111,-0.599142964,0.693457887,0.394686855,1.93525315,0.207983041,red
1313,0.605270366,5.104178797,-0.747555818,-0.744720785,0.769722129,-0.931035392,-1.322401309,0.207880675,0.755651892,-0.411732925,0.006874393,-0.937157484,red
1314,-0.16607641,0.123508478,-0.747555818,-0.660648381,0.855354204,-0.592995792,-0.897786791,0.294585694,1.12881592,0.058678613,-0.328495826,0.207983041,red
1315,-0.16607641,0.123508478,-0.747555818,-0.63963028,0.855354204,-0.367636059,-0.827017705,0.287916078,1.12881592,-0.008523035,-0.328495826,0.207983041,red
1316,0.219596978,1.76348529,-0.334667836,-0.723702684,0.769722129,-0.762015592,-0.437787731,0.488004583,0.258099854,0.327485207,-0.58002349,0.207983041,red
1317,-1.400231253,2.431623992,-2.192663755,-0.891847493,-0.429126929,-0.818355526,-1.233939951,-0.705856833,4.922650205,0.394686855,1.683725486,0.207983041,red
1318,2.070829241,0.609427533,0.972810774,-0.681666482,0.99807433,-1.156395126,-1.322401309,0.561370368,-0.239452183,1.06670334,1.180670158,0.207983041,red
1319,0.219596978,1.76348529,-0.334667836,-0.723702684,0.769722129,-0.762015592,-0.437787731,0.488004583,0.258099854,0.327485207,-0.58002349,0.207983041,red
1320,1.45375182,2.553103756,2.486733375,-0.786756987,10.21779447,-0.705675659,-0.915479063,0.608057686,-1.980884314,5.367608838,-1.166921373,0.207983041,red
1321,1.916559886,1.945704936,0.14703481,-0.597594078,1.083706406,-1.043715259,-0.490864545,1.0882701,0.258099854,0.865098394,-0.328495826,-0.937157484,red
1322,-1.708769963,2.431623992,-2.192663755,-0.891847493,-0.429126929,-0.818355526,-1.233939951,-0.705856833,4.922650205,0.394686855,1.683725486,0.207983041,red
1323,1.45375182,0.002028714,0.69755212,-0.765738886,0.056121499,-1.212735059,-1.729323555,-0.258992504,-0.239452183,0.125880262,0.761457385,-0.937157484,red
1324,1.45375182,0.123508478,0.491108129,-0.765738886,0.113209549,-0.536655859,-1.074709507,0.084492764,-0.239452183,1.940324769,0.426087166,1.353123566,red
1325,-0.397480443,0.730907297,-0.541111827,-0.786756987,0.598457977,-0.705675659,-1.44624721,0.034470637,1.066621915,0.461888504,0.090716947,0.207983041,red
1326,-0.397480443,0.730907297,-0.541111827,-0.786756987,0.598457977,-0.705675659,-1.44624721,0.034470637,1.066621915,0.461888504,0.090716947,0.207983041,red
1327,-0.397480443,0.730907297,-0.541111827,-0.786756987,0.598457977,-0.705675659,-1.44624721,0.034470637,1.066621915,0.461888504,0.090716947,0.207983041,red
1328,-0.397480443,0.730907297,-0.541111827,-0.786756987,0.598457977,-0.705675659,-1.44624721,0.034470637,1.066621915,0.461888504,0.090716947,0.207983041,red
1329,-0.551749799,1.095346589,-1.435702455,-0.765738886,0.484281877,-0.987375326,-1.375478124,0.267907227,0.755651892,-0.075724683,-0.999236263,-0.937157484,red
1330,0.1424623,1.581265645,-0.403482499,-0.702684583,0.769722129,-0.762015592,-0.437787731,0.488004583,0.444681868,0.19308191,-0.58002349,0.207983041,red
1331,0.1424623,1.581265645,-0.403482499,-0.702684583,0.769722129,-0.762015592,-0.437787731,0.488004583,0.444681868,0.19308191,-0.58002349,0.207983041,red
1332,0.451001011,3.221242457,-0.403482499,-0.345376865,1.454778733,0.026743475,-0.862402248,0.661414621,0.258099854,-0.478934574,-1.083078818,-0.937157484,red
1333,0.913809077,0.305728124,-1.504517118,-0.786756987,0.541369927,-1.381754859,-1.605477654,0.371286288,-0.799198225,-0.680539519,-0.663866045,0.207983041,red
1334,1.45375182,2.644213579,-0.678741154,-0.681666482,0.655546028,-1.043715259,-1.198555408,0.968216996,-0.239452183,-0.142926332,-0.747708599,-0.937157484,red
1335,-0.011807055,3.00865287,-2.192663755,-0.723702684,3.138876219,-1.494434726,-1.853169456,0.461326116,1.066621915,-0.075724683,-0.412338381,-0.937157484,red
1336,-0.474615121,1.459785881,-2.055034428,-0.63963028,0.370105776,-0.649335726,-1.340093581,-0.275666546,1.004427911,0.865098394,1.767568041,0.207983041,red
1337,-0.937423187,0.973866825,-2.192663755,-0.849811291,0.027577474,-0.874695459,-1.587785383,-0.072243232,0.880039901,-0.546136222,-0.831551154,-0.937157484,red
1338,-0.937423187,0.973866825,-2.192663755,-0.849811291,0.027577474,-0.874695459,-1.587785383,-0.072243232,0.880039901,-0.546136222,-0.831551154,-0.937157484,red
1339,-0.937423187,0.973866825,-2.192663755,-0.849811291,0.027577474,-0.874695459,-1.587785383,-0.072243232,0.880039901,-0.546136222,-0.831551154,-0.937157484,red
1340,0.219596978,1.034606707,-2.055034428,-0.786756987,0.798266154,-0.987375326,-1.499324025,0.227889526,0.880039901,0.058678613,0.006874393,0.207983041,red
1341,0.219596978,1.034606707,-2.055034428,-0.786756987,0.798266154,-0.987375326,-1.499324025,0.227889526,0.880039901,0.058678613,0.006874393,0.207983041,red
1342,0.219596978,1.034606707,-2.055034428,-0.786756987,0.798266154,-0.987375326,-1.499324025,0.227889526,0.880039901,0.058678613,0.006874393,0.207983041,red
1343,0.296731656,1.216826353,-2.055034428,-0.786756987,0.826810179,-0.762015592,-1.499324025,0.397964756,0.942233906,-0.142926332,-0.076968162,0.207983041,red
1344,0.219596978,1.034606707,-2.055034428,-0.786756987,0.798266154,-0.987375326,-1.499324025,0.227889526,0.880039901,0.058678613,0.006874393,0.207983041,red
1345,3.304984084,0.487947769,1.110440102,-0.597594078,0.598457977,-1.269074992,-1.693939012,1.275019372,-0.799198225,-0.008523035,0.426087166,-0.937157484,red
1346,0.759539721,0.609427533,-0.541111827,-0.660648381,0.198841625,-1.156395126,-1.55240084,0.478000158,0.19590585,-0.008523035,-0.244653271,0.207983041,red
1347,-0.860288509,1.520525763,-2.123849091,-0.702684583,-0.000966552,-1.438094792,-1.817784913,0.00779217,1.875143976,0.19308191,0.761457385,-0.937157484,red
1348,-0.011807055,1.915334995,-1.986219764,-0.765738886,0.627002003,-1.325414926,-1.835477185,0.391295139,0.755651892,-0.949346113,-0.831551154,-0.937157484,red
1349,-0.011807055,1.915334995,-1.986219764,-0.765738886,0.627002003,-1.325414926,-1.835477185,0.391295139,0.755651892,-0.949346113,-0.831551154,-0.937157484,red
1350,-0.243211088,1.399045999,-2.192663755,-0.555557875,0.712634078,-0.536655859,-1.322401309,0.161193357,1.191009925,-0.075724683,0.258402057,-0.937157484,red
1351,1.376617143,1.581265645,-0.197038508,-0.723702684,0.370105776,0.083083408,-0.756248619,0.614727303,0.755651892,0.260283559,-0.412338381,-0.937157484,red
1352,-0.011807055,1.702745408,-2.123849091,-0.660648381,0.255929675,-1.269074992,-1.233939951,-0.45908101,0.631263882,-0.142926332,1.096827603,0.207983041,red
1353,0.296731656,1.854595113,-1.986219764,-0.744720785,0.855354204,-0.931035392,-1.039324964,0.734780407,0.942233906,-0.478934574,-0.160810717,-0.937157484,red
1354,0.296731656,1.854595113,-1.986219764,-0.744720785,0.855354204,-0.931035392,-1.039324964,0.734780407,0.942233906,-0.478934574,-0.160810717,-0.937157484,red
1355,-0.011807055,1.459785881,-1.986219764,-0.660648381,0.598457977,-1.325414926,-1.55240084,0.327933779,0.817845897,-0.075724683,-0.412338381,-0.937157484,red
1356,-0.860288509,-0.11945105,-0.472297163,-0.765738886,0.855354204,-1.438094792,-1.481631753,-0.018886298,0.880039901,-0.613337871,-0.328495826,-0.937157484,red
1357,-0.860288509,0.002028714,-0.472297163,-0.765738886,0.798266154,-1.494434726,-1.55240084,-0.018886298,0.880039901,-0.613337871,-0.328495826,-0.937157484,red
1358,0.065327623,0.548687651,-0.541111827,-0.618612179,0.627002003,-0.198616259,-0.862402248,0.594718453,2.372696014,0.394686855,0.509929721,0.207983041,red
1359,0.1424623,1.824225172,-1.022814473,-0.009087247,3.195964269,1.209882075,-0.31394183,0.888181594,0.382487864,-0.21012798,-0.831551154,-0.937157484,red
1360,3.382118761,0.82201712,0.559922792,-0.849811291,0.99807433,-1.381754859,-1.55240084,0.781467725,-0.923586234,0.797896746,-0.384390862,0.207983041,red
1361,1.530886498,1.216826353,-0.059409181,-0.660648381,1.597498859,-1.100055192,-1.375478124,0.764793682,0.133711845,0.19308191,0.342244611,-0.937157484,red
1362,0.836674399,3.099762693,-1.229258464,-0.618612179,1.05516238,-0.987375326,-1.092401779,0.848163893,0.880039901,0.058678613,-0.328495826,-0.937157484,red
1363,3.382118761,0.82201712,0.559922792,-0.849811291,0.99807433,-1.381754859,-1.55240084,0.781467725,-0.923586234,0.797896746,-0.384390862,0.207983041,red
1364,0.605270366,2.978282929,-0.334667836,-0.723702684,0.684090053,-1.100055192,-0.933171335,0.608057686,0.444681868,-0.344531277,-0.58002349,-2.082298008,red
1365,-0.011807055,1.611635586,-2.055034428,-0.744720785,1.140794456,-1.156395126,-1.499324025,0.101166806,1.501979948,-0.008523035,1.096827603,0.207983041,red
1366,0.451001011,0.973866825,-1.573331782,-0.681666482,1.683130935,-1.156395126,-1.304709038,0.801476575,-0.239452183,0.596291801,-0.831551154,-0.937157484,red
1367,0.065327623,2.431623992,-1.642146446,-0.786756987,1.083706406,-1.156395126,-1.251632223,0.354612246,0.133711845,-0.21012798,-0.58002349,-0.937157484,red
1368,-0.243211088,1.216826353,-0.128223845,-0.681666482,0.912442254,-1.212735059,-0.190095929,0.851498702,0.19590585,4.359584112,0.006874393,0.207983041,red
1369,0.605270366,2.613843638,0.009405483,-0.702684583,0.655546028,-0.818355526,-0.738556347,0.62139692,0.320293859,-0.21012798,-0.58002349,0.207983041,red
1370,-0.474615121,1.642005526,-2.192663755,-0.807775088,0.370105776,-1.494434726,-1.906246271,-0.245653271,0.693457887,-1.08374941,-0.076968162,-2.082298008,red
1371,1.14521311,2.67458352,1.316884093,-0.786756987,10.24633849,-1.043715259,-0.88009452,0.511348242,-1.358944267,4.292382463,-1.083078818,-0.937157484,red
1372,0.219596978,1.459785881,1.660957411,-0.492503572,2.767803892,-1.438094792,-1.800092642,0.021131403,-0.052870169,3.351559386,0.929142494,0.207983041,red
1373,1.14521311,2.67458352,1.316884093,-0.786756987,10.24633849,-1.043715259,-0.88009452,0.511348242,-1.358944267,4.292382463,-1.083078818,-0.937157484,red
1374,0.373866333,2.492363874,-0.334667836,-0.345376865,1.540410809,0.195763275,-0.473172274,0.648075388,0.133711845,-0.546136222,-0.999236263,-0.937157484,red
1375,-0.320345766,2.887173106,-2.192663755,-0.891847493,6.021822763,-0.818355526,-1.534708568,0.004457361,0.631263882,-0.142926332,-0.58002349,-3.227438533,red
1376,-0.011807055,1.338306117,-0.403482499,-0.723702684,0.769722129,-0.987375326,-0.278557286,0.38796033,0.258099854,-0.075724683,-0.496180935,-0.937157484,red
1377,0.759539721,3.31235228,-0.816370481,-0.849811291,0.855354204,-1.325414926,-1.499324025,-0.032225531,-0.674810216,-0.478934574,-0.412338381,-0.937157484,red
1378,-1.554500608,0.913126943,-0.403482499,-0.660648381,0.969530305,-0.423975992,-0.738556347,0.201211058,3.056830065,0.596291801,1.432197822,0.207983041,red
1379,-0.011807055,0.670167415,-1.1604438,-0.723702684,0.627002003,-1.156395126,-1.55240084,0.464660924,0.444681868,-0.142926332,-0.496180935,0.207983041,red
1380,0.219596978,1.399045999,-2.055034428,-0.597594078,0.598457977,-1.100055192,-1.428554939,0.291250886,0.880039901,0.596291801,0.258402057,0.207983041,red
1381,0.219596978,1.399045999,-2.055034428,-0.597594078,0.598457977,-1.100055192,-1.428554939,0.291250886,0.880039901,0.596291801,0.258402057,0.207983041,red
1382,-0.320345766,2.978282929,-1.573331782,-0.765738886,0.512825902,-1.494434726,-1.605477654,0.214550292,1.004427911,-0.546136222,-0.747708599,-0.937157484,red
1383,0.605270366,1.581265645,-0.678741154,-0.702684583,0.684090053,-0.311296125,-0.190095929,0.478000158,0.506875873,-0.277329629,-0.496180935,-0.937157484,red
1384,0.605270366,1.581265645,-0.678741154,-0.702684583,0.684090053,-0.311296125,-0.190095929,0.478000158,0.506875873,-0.277329629,-0.496180935,-0.937157484,red
1385,-0.088941733,2.522733815,-1.1604438,-0.765738886,1.454778733,-0.592995792,-0.561633632,0.411303989,-0.177258178,-0.21012798,-0.831551154,-0.937157484,red
1386,0.605270366,2.856803165,-0.472297163,-0.429449269,0.569913952,0.195763275,-0.54394136,0.661414621,-0.177258178,-0.747741167,-1.083078818,-0.937157484,red
1387,0.1424623,1.824225172,-1.710961109,-0.765738886,1.254970557,-1.269074992,-1.640862198,0.467995733,0.506875873,0.327485207,-0.747708599,-0.937157484,red
1388,0.1424623,1.824225172,-1.710961109,-0.765738886,1.254970557,-1.269074992,-1.640862198,0.467995733,0.506875873,0.327485207,-0.747708599,-0.937157484,red
